# Frozen sample - do not edit by hand, do not re-draw without --force.
# seed=20260820  n=500  frame_size=2362322
# snapshot=BasicCompanyDataAsOneFile-2026-08-01.zip
# snapshot_sha256=dd625ad9b37c023c3cd8d942467d0a8348608bee15c13a4a9db1927e7ff23c21
# numpy=2.4.4 (default_rng/PCG64)
# stratified on sector_group x size_band (20 cells), proportional allocation.
# age_band is recorded but NOT stratified on.
# exclusions applied in order (removed -> remaining):
#   all rows in snapshot: removed 0 -> remaining 5695465
#   CompanyStatus = 'Active': removed 505001 -> remaining 5190464
#   SIC present: removed 216285 -> remaining 4974179
#   SIC not 99999 / 74990: removed 137480 -> remaining 4836699
#   accounts not DORMANT: removed 476051 -> remaining 4360648
#   SIC division is supplier-like: removed 1998326 -> remaining 2362322
# no generated-at timestamp on purpose: the same seed must give a byte-identical file.
company_number,company_name,reg_address_line1,reg_post_town,reg_postcode,sic_code,sic_text,accounts_category,incorporation_date,sector_group,size_band,age_band,holdout
14129014,C&L BUILDESIGN LTD,58 BRUNSWICK GROVE,LONDON,N11 1ED,43341,Painting,MICRO ENTITY,24/05/2022,construction_trades,micro,mid,False
14316359,HEDIN AUTOMOTIVE LONDON LTD,MERCEDES BENZ OF BROOKLANDS,WEYBRIDGE,KT13 0SL,45111,Sale of new cars and light motor vehicles,FULL,24/08/2022,wholesale_retail,larger,mid,False
14326106,PUBWITHTHEKIDS LTD,87 CHANDOS BUSINESS CENTRE,LEAMINGTON SPA,CV32 4RJ,62012,Business and domestic software development,MICRO ENTITY,30/08/2022,business_services,micro,mid,False
14348910,ORLA ROSE ASSOCIATES LTD,OFFICE 206,CROXLEY GREEN,WD3 3HH,78109,Other activities of employment placement agencies,TOTAL EXEMPTION FULL,09/09/2022,business_services,small,mid,False
14355037,EXTRA ASPIRE LTD,FLAT 3,COLINDALE,NW9 4AJ,70229,Management consultancy activities other than financial management,MICRO ENTITY,14/09/2022,business_services,micro,mid,False
14361055,ERNST STUDIO LIMITED,20 CHALLONER STREET,LONDON,W14 9LD,74100,specialised design activities,MICRO ENTITY,16/09/2022,business_services,micro,mid,False
14372638,DB COMPOSITES LTD,3 ANDERSON COURT,CAMBRIDGE,CB3 9EZ,29320,Manufacture of other parts and accessories for motor vehicles,MICRO ENTITY,23/09/2022,manufacturing,micro,mid,False
14412197,KRAKEN INC LIMITED,THE FIRS STRATFORD ROAD,BIRMINGHAM,B94 5NJ,74100,specialised design activities,MICRO ENTITY,11/10/2022,business_services,micro,mid,False
14478374,JBB CONSULTANTS LIMITED,10 DOWNS CLOSE,EASTBURY,RG17 7JW,71122,Engineering related scientific and technical consulting activities,MICRO ENTITY,11/11/2022,business_services,micro,mid,False
14484292,SOONFOUND LTD,86-90 PAUL STREET,LONDON,EC2A 4NE,74909,"Other professional, scientific and technical activities n.e.c.",MICRO ENTITY,15/11/2022,business_services,micro,mid,False
14493069,TEC INTERNATIONAL DEVELOPMENT LIMITED,71-75 SHELTON STREET,LONDON,WC2H 9JQ,28290,Manufacture of other general-purpose machinery n.e.c.,MICRO ENTITY,18/11/2022,manufacturing,micro,mid,False
14580204,DANALOGUE LTD,45 CLAYTON ROAD,NEWCASTLE UPON TYNE,NE2 4RQ,73110,Advertising agencies,MICRO ENTITY,09/01/2023,business_services,micro,mid,False
14589922,DTF ENGINEERING LTD,100 CHURCH STREET,BRIGHTON,BN1 1UJ,70229,Management consultancy activities other than financial management,TOTAL EXEMPTION FULL,13/01/2023,business_services,small,mid,False
14683139,DEGLO CARE LTD,12 EDGE LANE,MANCHESTER,M43 6NY,78200,Temporary employment agency activities,MICRO ENTITY,22/02/2023,business_services,micro,mid,False
14685003,SQUADIN LTD,128 CITY ROAD,LONDON,EC1V 2NX,62020,Information technology consultancy activities,MICRO ENTITY,23/02/2023,business_services,micro,mid,False
14779700,UML MONZA LIMITED,PORTLAND HOUSE 69-71,WEMBLEY,HA9 8BU,50200,Sea and coastal freight water transport,SMALL,04/04/2023,transport_logistics,small,mid,False
14812895,WHMOTORSERVICE LTD,"UNIT 5, HINKSEY BUSINESS CENTRE",OXFORD,OX2 0NR,45112,Sale of used cars and light motor vehicles,UNAUDITED ABRIDGED,18/04/2023,wholesale_retail,small,mid,False
14819940,FULFILLED TALENT LIMITED,YARE HOUSE,NORWICH,NR1 1RY,78200,Temporary employment agency activities,TOTAL EXEMPTION FULL,21/04/2023,business_services,small,mid,True
14838328,SOCIALLY LEGAL LTD,SWAN BUILDING,MANCHESTER,M4 5JW,73110,Advertising agencies,TOTAL EXEMPTION FULL,01/05/2023,business_services,small,mid,True
14881265,I & D DECORATORS LTD,30 ACORN CLOSE,LONDON,E4 9DA,43341,Painting,MICRO ENTITY,19/05/2023,construction_trades,micro,mid,False
14904076,JUST FIT KITCHEN LTD,C/O PRIME FINANCIAL ADVISORY LTD 4 IMPERIAL PLACE,BOREHAMWOOD,WD6 1JN,41202,Construction of domestic buildings,MICRO ENTITY,30/05/2023,construction_trades,micro,mid,False
14911730,J&K SYSTEMS PVT LTD,11 WARMINGTON AVENUE,GRANTHAM,NG31 7NU,62020,Information technology consultancy activities,MICRO ENTITY,02/06/2023,business_services,micro,mid,False
14919949,T&K SUPERSTORE LTD,7 HEATHER PARK PARADE,WEMBLEY,HA0 1SL,47110,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",MICRO ENTITY,07/06/2023,wholesale_retail,micro,mid,False
14922754,MOSAIC BUILDING TECHNOLOGY SPECIALIST LTD,68 THAMES ROAD,LONDON,W4 3RE,47430,Retail sale of audio and video equipment in specialised stores,MICRO ENTITY,08/06/2023,wholesale_retail,micro,mid,False
14937778,DIY TRADE FUTURE LTD,PARK HOUSE,LEEDS,LS7 2BP,43999,Other specialised construction activities n.e.c.,TOTAL EXEMPTION FULL,15/06/2023,construction_trades,small,mid,False
14951915,LC LOGISTICS LTD,63 BOWER MOUNT ROAD,MAIDSTONE,ME16 8AS,49410,Freight transport by road,TOTAL EXEMPTION FULL,21/06/2023,transport_logistics,small,mid,False
14957664,BTCS LTD,61 LOWER ICKNIELD WAY,CHINNOR,OX39 4EA,62020,Information technology consultancy activities,TOTAL EXEMPTION FULL,24/06/2023,business_services,small,mid,False
15019225,M. A. M MAINTENANCE SERVICE LIMITED,UPPER FLAT,HARROW,HA1 3AJ,43341,Painting,MICRO ENTITY,21/07/2023,construction_trades,micro,mid,False
15033608,FRIENDS JUNCTION LTD,354 GREENFORD AVENUE,LONDON,W7 3DA,47110,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",MICRO ENTITY,27/07/2023,wholesale_retail,micro,mid,True
15089645,DRALIONS LIMITED,71-75 SHELTON STREET,LONDON,WC2H 9JQ,47910,Retail sale via mail order houses or via Internet,MICRO ENTITY,22/08/2023,wholesale_retail,micro,mid,False
15094517,DST CONTRACTING LTD,79 QUEENSWAY,WELLINGBOROUGH,NN8 3RF,43999,Other specialised construction activities n.e.c.,TOTAL EXEMPTION FULL,24/08/2023,construction_trades,small,mid,False
15094740,LIC WORLDWIDE LTD,71-75 SHELTON STREET,LONDON,WC2H 9JQ,74100,specialised design activities,MICRO ENTITY,24/08/2023,business_services,micro,mid,False
15099106,WEB INT LIMITED,128 CITY ROAD,LONDON,EC1V 2NX,62020,Information technology consultancy activities,MICRO ENTITY,28/08/2023,business_services,micro,mid,False
15103204,THE CREATIVE VIRTUAL ASSISTANT LIMITED,WEST FARM PADDOCK WEST FARM PADDOCK,SEAHAM,SR7 8RL,82990,Other business support service activities n.e.c.,MICRO ENTITY,29/08/2023,business_services,micro,mid,True
15130493,CHERRY VINTAGE LTD,41 SOUTH STREET,CHICHESTER,PO19 1EL,47710,Retail sale of clothing in specialised stores,MICRO ENTITY,11/09/2023,wholesale_retail,micro,mid,False
15148030,PEH-LEH UK LTD,46 ST. AUGUSTINE STREET,BOLTON,BL1 3JG,47910,Retail sale via mail order houses or via Internet,TOTAL EXEMPTION FULL,19/09/2023,wholesale_retail,small,mid,False
15150153,HANLAIM LTD,"29745 OFFICE SUITE 29A, 3/F",LONDON,SE8 3GG,47910,Retail sale via mail order houses or via Internet,MICRO ENTITY,20/09/2023,wholesale_retail,micro,mid,False
15209820,NRIA LIMITED,"NRIA SUITE, COLLEGE HOUSE",BARROW-IN-FURNESS,LA14 1NB,70229,Management consultancy activities other than financial management,MICRO ENTITY,13/10/2023,business_services,micro,mid,False
15232208,BESPOKE ADL LTD,128 CITY ROAD,LONDON,EC1V 2NX,82990,Other business support service activities n.e.c.,TOTAL EXEMPTION FULL,24/10/2023,business_services,small,mid,False
15240274,EM FABRICATIONS LTD,TUTTLE FARM LOCK ROAD,GRIMSBY,DN36 5UP,25990,Manufacture of other fabricated metal products n.e.c.,MICRO ENTITY,27/10/2023,manufacturing,micro,mid,False
15240724,UPSURGE STUDIO LTD,PERA BUSINESS PARK M03 TOWER BUILDING,MELTON MOWBRAY,LE13 0PB,70229,Management consultancy activities other than financial management,MICRO ENTITY,27/10/2023,business_services,micro,mid,False
15272351,SUSHI POINT TWICKENHAM LTD,7 LONDON ROAD,TWICKENHAM,TW1 3SX,47230,"Retail sale of fish, crustaceans and molluscs in specialised stores",TOTAL EXEMPTION FULL,09/11/2023,wholesale_retail,small,mid,False
15330507,YOCYCLE LIMITED,"3RD FLOOR, 86-90",LONDON,EC2A 4NE,47640,"Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",MICRO ENTITY,05/12/2023,wholesale_retail,micro,mid,False
15338408,CARDOSO SERVICES LIMITED,27 OLD GLOUCESTER STREET,LONDON,WC1N 3AX,62020,Information technology consultancy activities,MICRO ENTITY,09/12/2023,business_services,micro,mid,False
15396982,DID TEACH LIMITED,30 EAST BOROUGH,WIMBORNE,BH21 1PL,78109,Other activities of employment placement agencies,MICRO ENTITY,08/01/2024,business_services,micro,young,False
15482306,IFAC SERVICES UK LTD,2 OLD BATH ROAD,NEWBURY,RG14 1QL,69201,Accounting and auditing activities,TOTAL EXEMPTION FULL,11/02/2024,business_services,small,young,False
15488054,KAEDE & ARCA LTD,2 GUINEA HALL CLOSE BANKS SOUTHPORT,SOUTHPORT,PR9 8RG,47722,Retail sale of leather goods in specialised stores,MICRO ENTITY,14/02/2024,wholesale_retail,micro,young,False
15494248,BOSS SHOP LTD,6 BUSHY CLOSE,OXFORD,OX2 9SH,46170,"Agents involved in the sale of food, beverages and tobacco",MICRO ENTITY,16/02/2024,wholesale_retail,micro,young,False
15496809,MERA CONSULTANCY LTD,"3RD FLOOR, 86-90",LONDON,EC2A 4NE,70229,Management consultancy activities other than financial management,MICRO ENTITY,17/02/2024,business_services,micro,young,False
15516196,TIMMY LOVES COMPANY LIMITED,C/O BWBCA LIMITED OFFICE 44,OKEHAMPTON,EX20 1BG,74100,specialised design activities,TOTAL EXEMPTION FULL,23/02/2024,business_services,small,young,False
15532140,TERRASTRUCT LTD,82A JAMES CARTER ROAD,BURY SAINT EDMUNDS,IP28 7DE,71122,Engineering related scientific and technical consulting activities,MICRO ENTITY,29/02/2024,business_services,micro,young,False
15537604,FORBES-SPACE LTD,124 CITY  ROAD,LONDON,EC1V 2NX,70229,Management consultancy activities other than financial management,MICRO ENTITY,03/03/2024,business_services,micro,young,False
15551299,COOKMECH LTD,20 LOTHIAN CRESCENT,CARDIFF,CF23 9HY,43220,"Plumbing, heat and air-conditioning installation",MICRO ENTITY,09/03/2024,construction_trades,micro,young,False
15567784,F M CREATIVE DECORS LIMITED,128 CITY ROAD,LONDON,EC1V 2NX,43341,Painting,TOTAL EXEMPTION FULL,16/03/2024,construction_trades,small,young,False
15653464,MK PROPERTY DEVELOPMENT DERBY LIMITED,73 HIGHFIELD LANE,DERBY,DE21 6PJ,41100,Development of building projects,MICRO ENTITY,16/04/2024,construction_trades,micro,young,False
15686175,PAPER RIGHT LTD,20 AIREVILLE AVENUE,BRADFORD,BD9 4ER,46190,Agents involved in the sale of a variety of goods,UNAUDITED ABRIDGED,27/04/2024,wholesale_retail,small,young,False
15700649,REAL SURREY CONTRACTOR LTD,"37 FARM DRIVE,",LONDON,CR0 8HX,41201,Construction of commercial buildings,NO ACCOUNTS FILED,02/05/2024,construction_trades,unknown,young,False
15744498,NEXARA GROUP LTD,68 CHURCH STREET,BARNSLEY,S72 9JG,70229,Management consultancy activities other than financial management,MICRO ENTITY,27/05/2024,business_services,micro,young,False
15744625,DTM SURVEY LTD,7 CHESHIRE WALK,BASILDON,SS14 3TW,43120,Site preparation,MICRO ENTITY,27/05/2024,construction_trades,micro,young,False
15760555,A TO Z TRANSPORT OXFORD LIMITED,WYCHWOOD HOUSE HANBOROUGH BUSINESS PARK,WITNEY,OX29 8LH,52290,Other transportation support activities,MICRO ENTITY,04/06/2024,transport_logistics,micro,young,True
15786546,OUTCOME STRIDE LTD,"FLAT 107, MAURER COURT",LONDON,SE10 0SZ,70229,Management consultancy activities other than financial management,MICRO ENTITY,18/06/2024,business_services,micro,young,False
15801064,SOLENT VIEW LOGISTICS LTD,45 BRIGHSTONE ROAD,PORTSMOUTH,PO6 3HP,45190,Sale of other motor vehicles,TOTAL EXEMPTION FULL,25/06/2024,wholesale_retail,small,young,False
15815497,BS DRIVEWAYS & CONSTRUCTION LTD,33 DEWCHURCH DRIVE,DERBY,DE23 1XP,41100,Development of building projects,TOTAL EXEMPTION FULL,02/07/2024,construction_trades,small,young,False
15822311,PASSION COURIER LTD,16 EDGMOND CLOSE,REDDITCH,B98 0JG,53201,Licensed carriers,MICRO ENTITY,05/07/2024,transport_logistics,micro,young,False
15849177,ATWA DISTRIBUTION LTD,142 PARKVILLE ROAD,MANCHESTER,M20 4TY,47910,Retail sale via mail order houses or via Internet,MICRO ENTITY,19/07/2024,wholesale_retail,micro,young,False
15868691,EBERTEQ LIMITED,MYRTLE HOUSE,HENFIELD,BN5 9DA,70229,Management consultancy activities other than financial management,TOTAL EXEMPTION FULL,31/07/2024,business_services,small,young,False
15869026,HSPLUS LTD,33 GOLF VIEW,PRESTON,PR2 7EJ,49410,Freight transport by road,TOTAL EXEMPTION FULL,31/07/2024,transport_logistics,small,young,True
15887473,SOUTH YORKSHIRE BUILDERS LTD,4 BOLAND ROAD,SHEFFIELD,S8 7HX,43390,Other building completion and finishing,NO ACCOUNTS FILED,09/08/2024,construction_trades,unknown,young,False
15915240,THE BOHEMIAN BESPOKE OUTFITTERS LTD,5 ALBERT ROAD,SOUTHSEA,PO5 2SE,14131,Manufacture of other men's outerwear,MICRO ENTITY,23/08/2024,manufacturing,micro,young,False
15958641,HELLO RAW LIMITED,KILPECK COURT KILPECK,HEREFORD,HR2 9DN,47760,"Retail sale of flowers, plants, seeds, fertilizers, pet animals and pet food in specialised stores",MICRO ENTITY,16/09/2024,wholesale_retail,micro,young,False
15981577,ADVANCED DRILLING LTD,UNIT 12 LEES HALL FARM,WEST YORKSHIRE,WF12 9EQ,43999,Other specialised construction activities n.e.c.,MICRO ENTITY,26/09/2024,construction_trades,micro,young,False
15986634,XV PROPERTY LTD,22-26 KING STREET,KING'S LYNN,PE30 1HJ,41100,Development of building projects,TOTAL EXEMPTION FULL,30/09/2024,construction_trades,small,young,True
15988640,CSC PLUMBING HEATING LTD,107 PASTON RIDINGS,PETERBOROUGH,PE4 7UX,43220,"Plumbing, heat and air-conditioning installation",MICRO ENTITY,01/10/2024,construction_trades,micro,young,False
15991362,S I R RETAIL LTD,BLUEBELL BARN WOOD FARM LANE,SWADLINCOTE,DE11 7JY,47890,Retail sale via stalls and markets of other goods,NO ACCOUNTS FILED,01/10/2024,wholesale_retail,unknown,young,False
15996001,QDM PET COMPANY LTD,C/O THE LOCAL ACCOUNTANT,CHEDDAR,BS27 3AA,47789,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),MICRO ENTITY,03/10/2024,wholesale_retail,micro,young,False
16000136,SAFOURWAY LTD,53 HOOKE CLOSE,POOLE,BH17 8BA,47910,Retail sale via mail order houses or via Internet,MICRO ENTITY,06/10/2024,wholesale_retail,micro,young,False
16007314,PRAPORROM WJ LTD,39 LOWSHOE LANE,ROMFORD,RM5 2AA,31020,Manufacture of kitchen furniture,MICRO ENTITY,09/10/2024,manufacturing,micro,young,False
16035554,ZOYA’S COLLECTION LTD,UNIT 8 WOODBOURN BUSINESS CENTRE,SHEFFIELD,S9 3HY,46420,Wholesale of clothing and footwear,NO ACCOUNTS FILED,22/10/2024,wholesale_retail,unknown,young,False
16040451,THE LAW CLUB LTD,14 MILTON CRESCENT,CHEADLE,SK8 1NU,78300,Human resources provision and management of human resources functions,MICRO ENTITY,25/10/2024,business_services,micro,young,False
16065415,COSEC CHAMP LIMITED,"UNIT 4, THE COTTAGES DEVA CENTRE",MANCHESTER,M3 7BE,82990,Other business support service activities n.e.c.,TOTAL EXEMPTION FULL,07/11/2024,business_services,small,young,False
16085049,STRYGER INVESTMENTS LTD.,12 LAPSTONE GARDENS,HARROW,HA3 0ED,47190,Other retail sale in non-specialised stores,MICRO ENTITY,18/11/2024,wholesale_retail,micro,young,False
16116657,BUILDING & JOINERY CONSTRUCTION LTD,"FLAT 11 BRAEMAR HOUSE,",LONDON,W9 1UT,41202,Construction of domestic buildings,NO ACCOUNTS FILED,03/12/2024,construction_trades,unknown,young,False
16121582,MILNE SOLUTIONS LTD,139 CALDERBROOK ROAD,LITTLEBOROUGH,OL15 9JW,70229,Management consultancy activities other than financial management,NO ACCOUNTS FILED,05/12/2024,business_services,unknown,young,False
16130305,HIGHPOINT OFFICES LTD,HERON HOUSE,LONDON,E6 2JG,82990,Other business support service activities n.e.c.,NO ACCOUNTS FILED,11/12/2024,business_services,unknown,young,False
16169213,KG DRIVEWAYS AND LANDSCAPING LIMITED,101 DIXONS GREEN ROAD,DUDLEY,DY2 7DJ,42990,Construction of other civil engineering projects n.e.c.,NO ACCOUNTS FILED,07/01/2025,construction_trades,unknown,young,True
16207825,CAMDAN GROUP LTD,64 NILE STREET,LONDON,N1 7SR,47430,Retail sale of audio and video equipment in specialised stores,NO ACCOUNTS FILED,25/01/2025,wholesale_retail,unknown,young,False
16210386,BARANSU4H LTD,FLAT 7 APEX HOUSE,ORPINGTON,BR5 3FL,46900,Non-specialised wholesale trade,NO ACCOUNTS FILED,27/01/2025,wholesale_retail,unknown,young,False
16217858,HARRIS & SON’S ELECTRICAL LTD,131 FELPHAM WAY,BOGNOR REGIS,PO22 8QJ,43210,Electrical installation,NO ACCOUNTS FILED,29/01/2025,construction_trades,unknown,young,False
16219136,NEXTGEN DATA SOLUTIONS LTD,35 KATHERINE DRIVE,NOTTINGHAM,NG9 6JB,62020,Information technology consultancy activities,NO ACCOUNTS FILED,30/01/2025,business_services,unknown,young,False
16258325,GET-INCLUSIVE LTD,10 GREENACRES,TADWORTH,KT20 7EL,82990,Other business support service activities n.e.c.,NO ACCOUNTS FILED,17/02/2025,business_services,unknown,young,False
16259486,JK MEDIA AGENCY LTD,FLAT 5 REDBOURNE,CROMER,NR27 0AZ,62030,Computer facilities management activities,NO ACCOUNTS FILED,18/02/2025,business_services,unknown,young,False
16276926,BURAKTURAN SOLUTIONS LTD,8 BIRCH CLOSE,BROUGH,HU15 2YF,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,26/02/2025,wholesale_retail,unknown,young,False
16289138,FRAME LABS LIMITED,UNTIL,LONDON,EC2M 4RB,46420,Wholesale of clothing and footwear,NO ACCOUNTS FILED,03/03/2025,wholesale_retail,unknown,young,False
16290126,ENDICAN CONSULTING LTD,ENDICAN BARN 1 ENDICAN LANE,NORTHALLERTON,DL7 9FB,70229,Management consultancy activities other than financial management,NO ACCOUNTS FILED,04/03/2025,business_services,unknown,young,True
16302283,TIMGLOBAL LTD,118 SHALFORD ROAD,SOLIHULL,B92 7NF,62020,Information technology consultancy activities,TOTAL EXEMPTION FULL,08/03/2025,business_services,small,young,False
16331646,UNINHIBITED DEVELOPMENT SOLUTIONS LTD,120 BENNETTS CLOSE,MITCHAM,CR4 1NS,62012,Business and domestic software development,NO ACCOUNTS FILED,20/03/2025,business_services,unknown,young,False
16351070,RKS HEALTH CONSULTING LTD,71-75 SHELTON STREET,LONDON,WC2H 9JQ,62020,Information technology consultancy activities,NO ACCOUNTS FILED,28/03/2025,business_services,unknown,young,False
16355852,SDC SURVEYORS LIMITED,71-75 SHELTON STREET,LONDON,WC2H 9JQ,74909,"Other professional, scientific and technical activities n.e.c.",NO ACCOUNTS FILED,01/04/2025,business_services,unknown,young,False
16386166,A2B HOME MARKETS LTD,98 LLANOVER ROAD,WEMBLEY,HA9 7LT,46499,Wholesale of household goods (other than musical instruments) n.e.c.,NO ACCOUNTS FILED,14/04/2025,wholesale_retail,unknown,young,False
16402004,"GUANGZHOU TINE TECHNOLOGYCO., LTD",275 NEW N RD PMB 3225 LONDON N1 7AA,LONDON,N1 7AA,30920,Manufacture of bicycles and invalid carriages,NO ACCOUNTS FILED,23/04/2025,manufacturing,unknown,young,False
16410618,CHATTAK LTD,4 ETON PARK 4 ETON PARK,PRESTON,PR2 9NL,62090,Other information technology service activities,NO ACCOUNTS FILED,26/04/2025,business_services,unknown,young,False
16423961,MAPH & SPARK LTD,1 SOUTHACRE AVENUE,BIRMINGHAM,B5 7DF,43220,"Plumbing, heat and air-conditioning installation",NO ACCOUNTS FILED,01/05/2025,construction_trades,unknown,young,False
16437163,EVENTS BY ABBIE MELISSA LTD,11 FOUNTAINS ROAD,LIVERPOOL,L4 1QH,47190,Other retail sale in non-specialised stores,NO ACCOUNTS FILED,08/05/2025,wholesale_retail,unknown,young,False
16441069,QUAY MUSIC LTD,48 KINGS ROAD,MANCHESTER,M25 0LN,46491,Wholesale of musical instruments,NO ACCOUNTS FILED,09/05/2025,wholesale_retail,unknown,young,True
16448254,EVM REMOVALS LTD,28A BESSBOROUGH ROAD,HARROW,HA1 3DL,49420,Removal services,NO ACCOUNTS FILED,13/05/2025,transport_logistics,unknown,young,False
16450434,LARISA RECORDS LIMITED,UNIT 501 LEROY HOUSE,LONDON,N1 3QP,73110,Advertising agencies,NO ACCOUNTS FILED,14/05/2025,business_services,unknown,young,False
16476197,SUNSOUTH LTD,OFFICE 12,MANCHESTER,M40 8WN,47190,Other retail sale in non-specialised stores,NO ACCOUNTS FILED,27/05/2025,wholesale_retail,unknown,young,False
16479983,EXCLUSIVE BRANDING EDGE ACADEMY LTD,"3RD FLOOR, 86-90",LONDON,EC2A 4NE,73110,Advertising agencies,NO ACCOUNTS FILED,28/05/2025,business_services,unknown,young,False
16480402,YOVKO LTD,200-204 CAULDON ROAD,STOKE-ON-TRENT,ST4 2BS,49410,Freight transport by road,NO ACCOUNTS FILED,28/05/2025,transport_logistics,unknown,young,False
16496471,WESTERN TIMBERNEST LIMITED,11 IMPERIAL WALK,TIPTON,DY4 8EY,47599,"Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",NO ACCOUNTS FILED,04/06/2025,wholesale_retail,unknown,young,False
16497873,HOT GIRL SWAPS LTD,4 ELM AVENUE,LUTTERWORTH,LE17 4SU,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,05/06/2025,wholesale_retail,unknown,young,False
16509422,GATWICK DIRECT AEROPORT LTD,44 MANOR CLOSE,HORLEY,RH6 8SA,49320,Taxi operation,NO ACCOUNTS FILED,10/06/2025,transport_logistics,unknown,young,False
16515773,AKP DESIGN STUDIO LTD,47 BRAZLEY AVENUE,BOLTON,BL6 6LF,71111,Architectural activities,NO ACCOUNTS FILED,13/06/2025,business_services,unknown,young,True
16529548,SHR JUICES LTD,24 PENNINGTON WAY,COVENTRY,CV6 5TJ,10320,Manufacture of fruit and vegetable juice,NO ACCOUNTS FILED,19/06/2025,manufacturing,unknown,young,False
16544694,LEEN VALLEY PLANTS LTD,16 QUEEN STREET,ILKESTON,DE7 5GT,47760,"Retail sale of flowers, plants, seeds, fertilizers, pet animals and pet food in specialised stores",TOTAL EXEMPTION FULL,26/06/2025,wholesale_retail,small,young,False
16553819,AFRICAN HERITAGE FOOD SOLUTIONS LIMITED,36 CHESTER ROAD,LICHFIELD,WS14 9TF,47290,Other retail sale of food in specialised stores,NO ACCOUNTS FILED,01/07/2025,wholesale_retail,unknown,young,True
16554624,FIRST CLASS GAS LTD,174 PENNY LANE,ST. HELENS,WA11 0QU,46719,Wholesale of other fuels and related products,NO ACCOUNTS FILED,01/07/2025,wholesale_retail,unknown,young,False
16555568,SAURAV KUMAR LTD,71-75 SHELTON STREET,LONDON,WC2H 9JQ,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,02/07/2025,wholesale_retail,unknown,young,False
16562797,THEFLOORWORLD LTD,76 COUNTY PARK AVENUE,HALESOWEN,B62 8SX,47530,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",NO ACCOUNTS FILED,07/07/2025,wholesale_retail,unknown,young,True
16566976,DEX EMPIRE LTD,23 EAST KENT AVENUE,GRAVESEND,DA11 9HU,32300,Manufacture of sports goods,NO ACCOUNTS FILED,08/07/2025,manufacturing,unknown,young,False
16567700,PREMIER POWDER COATING SYSTEMS LIMITED,28 DROME ROAD,DEESIDE,CH5 2NY,25610,Treatment and coating of metals,NO ACCOUNTS FILED,08/07/2025,manufacturing,unknown,young,False
16582568,BHARAT MART LIMITED,FLAT NO 53 THE QUATERS,MANCHESTER,M1 1AU,46900,Non-specialised wholesale trade,NO ACCOUNTS FILED,15/07/2025,wholesale_retail,unknown,young,False
16587200,GVS UTILITIES LIMITED,"LEVEL ONE, BASECAMP LIVERPOOL 49",LIVERPOOL,L1 0AH,73110,Advertising agencies,NO ACCOUNTS FILED,16/07/2025,business_services,unknown,young,False
16587411,ATLAR TECHNOLOGY LTD,7 STRATFORD PLACE,LONDON,W1C 1AY,82990,Other business support service activities n.e.c.,NO ACCOUNTS FILED,16/07/2025,business_services,unknown,young,False
16597212,GHANI HALAL MEAT LTD,746 STRATFORD ROAD,BIRMINGHAM,B11 4BP,46320,Wholesale of meat and meat products,NO ACCOUNTS FILED,21/07/2025,wholesale_retail,unknown,young,False
16613148,ALTUROS CONSULTING LTD,53 BUSHEY ROAD,UXBRIDGE,UB10 8JX,70229,Management consultancy activities other than financial management,NO ACCOUNTS FILED,29/07/2025,business_services,unknown,young,False
16613826,KSJ SELECT LIMITED,13 FIRTHLAND WAY,ST HELENS,WA9 3RQ,47990,"Other retail sale not in stores, stalls or markets",NO ACCOUNTS FILED,29/07/2025,wholesale_retail,unknown,young,True
16615045,GRAND ROYALE EVENTS LTD,AUCTION HOUSE,LUTON,LU2 0AH,82301,Activities of exhibition and fair organisers,NO ACCOUNTS FILED,30/07/2025,business_services,unknown,young,False
16622755,ELITE RESEARCH & DEVELOPMENT LTD,16 - 18 WOODFORD ROAD,LONDON,E7 0HA,62020,Information technology consultancy activities,NO ACCOUNTS FILED,01/08/2025,business_services,unknown,young,False
16640652,ASSURED BUILDING AND GROUND WORKS NW LTD,12 GWEL Y MYNYDD,BUCKLEY,CH7 2GY,41202,Construction of domestic buildings,NO ACCOUNTS FILED,11/08/2025,construction_trades,unknown,young,False
16669831,FLN SERVICES LTD,23 MAPLE AVENUE,MANCHESTER,M30 8JU,41202,Construction of domestic buildings,NO ACCOUNTS FILED,25/08/2025,construction_trades,unknown,young,False
16687827,PULSE DIGITAL MARKETING SOLUTION LIMITED,3 BEAUFORT GARDENS,LONDON,SW16 3BP,73110,Advertising agencies,NO ACCOUNTS FILED,02/09/2025,business_services,unknown,young,False
16695101,DIESEL LOGIC LTD,"GROUND FLOOR, WOODLAND HOUSE WOODLAND PARK",CLECKHEATON,BD19 6BW,33170,Repair and maintenance of other transport equipment n.e.c.,NO ACCOUNTS FILED,04/09/2025,manufacturing,unknown,young,False
